PlantID,AncestorId,Symbol,ScientificName,CommonName,RankId,Rank
90782,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
90782,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
90782,73681,Rosidae,Rosidae,,70,Subclass
90782,87579,Rosales,Rosales,,80,Order
90782,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
90782,90742,ROSA5,Rosa L.,rose,140,Genus
90782,90773,ROBL,Rosa blanda Aiton,smooth rose,180,Species
90782,90782,ROBLH,Rosa blanda Aiton var. hispida Farw.,hispid rose,200,Variety
91053,7168,Plantae,Plantae,Plants,10,Kingdom
91053,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
91053,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
91053,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
91053,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
91053,73681,Rosidae,Rosidae,,70,Subclass
91053,87579,Rosales,Rosales,,80,Order
91053,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
91053,90996,RUBUS,Rubus L.,blackberry,140,Genus
91053,91052,RUAR,Rubus arcticus L.,arctic raspberry,180,Species
91053,91053,RUARA2,Rubus arcticus L. ssp. acaulis (Michx.) Focke,dwarf raspberry,190,Subspecies
84428,7168,Plantae,Plantae,Plants,10,Kingdom
84428,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
84428,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
84428,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
84428,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
84428,73681,Rosidae,Rosidae,,70,Subclass
84428,84297,Myrtales,Myrtales,,80,Order
84428,84342,LYTHRA,Lythraceae J. St.-Hil.,Loosestrife family,100,Family
84428,84426,ROTAL,Rotala L.,rotala,140,Genus
84428,84428,RORA,Rotala ramosior (L.) Koehne,lowland rotala,180,Species
91444,7168,Plantae,Plantae,Plants,10,Kingdom
91444,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
91444,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
91444,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
91444,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
91444,73681,Rosidae,Rosidae,,70,Subclass
91444,87579,Rosales,Rosales,,80,Order
91444,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
91444,90996,RUBUS,Rubus L.,blackberry,140,Genus
91444,91444,RUPA8,Rubus ×paracaulis L.H. Bailey (pro sp.) [arcticus × pubescens],blackberry,180,Species
91086,7168,Plantae,Plantae,Plants,10,Kingdom
91086,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
91086,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
91086,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
91086,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
91086,73681,Rosidae,Rosidae,,70,Subclass
91086,87579,Rosales,Rosales,,80,Order
91086,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
91086,90996,RUBUS,Rubus L.,blackberry,140,Genus
91086,91086,RUBE,Rubus bellobatus L.H. Bailey,Kittatinny blackberry,180,Species
91118,7168,Plantae,Plantae,Plants,10,Kingdom
91118,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
91118,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
91118,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
91118,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
91118,73681,Rosidae,Rosidae,,70,Subclass
91118,87579,Rosales,Rosales,,80,Order
91118,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
91118,90996,RUBUS,Rubus L.,blackberry,140,Genus
91118,91118,RUCE2,Rubus centralis L.H. Bailey,Illinois dewberry,180,Species
91146,7168,Plantae,Plantae,Plants,10,Kingdom
91146,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
91146,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
91146,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
91146,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
91146,73681,Rosidae,Rosidae,,70,Subclass
91146,87579,Rosales,Rosales,,80,Order
91146,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
91146,90996,RUBUS,Rubus L.,blackberry,140,Genus
91146,91146,RUDI3,Rubus dissimilis L.H. Bailey,bristly Oswego blackberry,180,Species
91160,7168,Plantae,Plantae,Plants,10,Kingdom
91160,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
91160,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
91160,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
91160,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
91160,73681,Rosidae,Rosidae,,70,Subclass
91160,87579,Rosales,Rosales,,80,Order
91160,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
91160,90996,RUBUS,Rubus L.,blackberry,140,Genus
91160,91160,RUFE,Rubus fecundus L.H. Bailey,DC dewberry,180,Species
91108,7168,Plantae,Plantae,Plants,10,Kingdom
91108,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
91108,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
91108,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
91108,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
91108,73681,Rosidae,Rosidae,,70,Subclass
91108,87579,Rosales,Rosales,,80,Order
91108,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
91108,90996,RUBUS,Rubus L.,blackberry,140,Genus
91108,91108,RUCA16,Rubus canadensis L.,smooth blackberry,180,Species
91205,7168,Plantae,Plantae,Plants,10,Kingdom
91205,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
91205,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
91205,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
91205,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
91205,73681,Rosidae,Rosidae,,70,Subclass
91205,87579,Rosales,Rosales,,80,Order
91205,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
91205,90996,RUBUS,Rubus L.,blackberry,140,Genus
91205,91205,RUFR4,Rubus frondosus Bigelow,yankee blackberry,180,Species
91227,7168,Plantae,Plantae,Plants,10,Kingdom
91227,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
91227,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
91227,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
91227,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
91227,73681,Rosidae,Rosidae,,70,Subclass
91227,87579,Rosales,Rosales,,80,Order
91227,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
91227,90996,RUBUS,Rubus L.,blackberry,140,Genus
91227,91227,RUGL2,Rubus glandicaulis Blanch.,glandstem blackberry,180,Species
91246,7168,Plantae,Plantae,Plants,10,Kingdom
91246,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
91246,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
91246,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
91246,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
91246,73681,Rosidae,Rosidae,,70,Subclass
91246,87579,Rosales,Rosales,,80,Order
91246,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
91246,90996,RUBUS,Rubus L.,blackberry,140,Genus
91246,91246,RUHA6,Rubus hanesii L.H. Bailey,Hanes' blackberry,180,Species
91306,7168,Plantae,Plantae,Plants,10,Kingdom
91306,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
91306,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
91306,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
91306,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
91306,73681,Rosidae,Rosidae,,70,Subclass
91306,87579,Rosales,Rosales,,80,Order
91306,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
91306,90996,RUBUS,Rubus L.,blackberry,140,Genus
91306,91306,RUIT,Rubus ithacanus L.H. Bailey,Ithaca blackberry,180,Species
91362,7168,Plantae,Plantae,Plants,10,Kingdom
91362,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
91362,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
91362,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
91362,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
91362,73681,Rosidae,Rosidae,,70,Subclass
91362,87579,Rosales,Rosales,,80,Order
91362,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
91362,90996,RUBUS,Rubus L.,blackberry,140,Genus
91362,91362,RUME3,Rubus meracus L.H. Bailey,dryslope dewberry,180,Species
91364,7168,Plantae,Plantae,Plants,10,Kingdom
91364,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
91364,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
91364,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
91364,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
91364,73681,Rosidae,Rosidae,,70,Subclass
91364,87579,Rosales,Rosales,,80,Order
91364,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
91364,90996,RUBUS,Rubus L.,blackberry,140,Genus
91364,91364,RUMI2,Rubus michiganensis (Card ex L.H. Bailey) L.H. Bailey,Michigan dewberry,180,Species
91313,7168,Plantae,Plantae,Plants,10,Kingdom
91313,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
91313,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
91313,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
91313,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
91313,73681,Rosidae,Rosidae,,70,Subclass
91313,87579,Rosales,Rosales,,80,Order
91313,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
91313,90996,RUBUS,Rubus L.,blackberry,140,Genus
91313,91313,RUJU2,Rubus junceus Blanch.,herbaceous blackberry,180,Species
91371,7168,Plantae,Plantae,Plants,10,Kingdom
91371,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
91371,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
91371,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
91371,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
91371,73681,Rosidae,Rosidae,,70,Subclass
91371,87579,Rosales,Rosales,,80,Order
91371,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
91371,90996,RUBUS,Rubus L.,blackberry,140,Genus
91371,91371,RUMI4,Rubus missouricus L.H. Bailey,Missouri dewberry,180,Species
91398,7168,Plantae,Plantae,Plants,10,Kingdom
91398,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
91398,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
91398,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
91398,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
91398,73681,Rosidae,Rosidae,,70,Subclass
91398,87579,Rosales,Rosales,,80,Order
91398,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
91398,90996,RUBUS,Rubus L.,blackberry,140,Genus
91398,91398,RUNO2,Rubus notatus L.H. Bailey,bristle berry,180,Species
91384,7168,Plantae,Plantae,Plants,10,Kingdom
91384,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
91384,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
91384,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
91384,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
91384,73681,Rosidae,Rosidae,,70,Subclass
91384,87579,Rosales,Rosales,,80,Order
91384,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
91384,90996,RUBUS,Rubus L.,blackberry,140,Genus
91384,91384,RUMU3,Rubus multiformis Blanch.,variable blackberry,180,Species
91451,7168,Plantae,Plantae,Plants,10,Kingdom
91451,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
91451,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
91451,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
91451,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
91451,73681,Rosidae,Rosidae,,70,Subclass
91451,87579,Rosales,Rosales,,80,Order
91451,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
91451,90996,RUBUS,Rubus L.,blackberry,140,Genus
91451,91451,RUPE3,Rubus pensilvanicus Poir.,Pennsylvania blackberry,180,Species
91460,7168,Plantae,Plantae,Plants,10,Kingdom
91460,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
91460,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
91460,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
91460,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
91460,73681,Rosidae,Rosidae,,70,Subclass
91460,87579,Rosales,Rosales,,80,Order
91460,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
91460,90996,RUBUS,Rubus L.,blackberry,140,Genus
91460,91460,RUPE7,Rubus permixtus Blanch.,thicket dewberry,180,Species
91508,7168,Plantae,Plantae,Plants,10,Kingdom
91508,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
91508,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
91508,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
91508,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
91508,73681,Rosidae,Rosidae,,70,Subclass
91508,87579,Rosales,Rosales,,80,Order
91508,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
91508,90996,RUBUS,Rubus L.,blackberry,140,Genus
91508,91508,RUPU,Rubus pubescens Raf.,dwarf red blackberry,180,Species
91471,7168,Plantae,Plantae,Plants,10,Kingdom
91471,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
91471,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
91471,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
91471,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
91471,73681,Rosidae,Rosidae,,70,Subclass
91471,87579,Rosales,Rosales,,80,Order
91471,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
91471,90996,RUBUS,Rubus L.,blackberry,140,Genus
91471,91471,RUPE9,Rubus perspicuus L.H. Bailey,Great Lakes dewberry,180,Species
91454,7168,Plantae,Plantae,Plants,10,Kingdom
91454,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
91454,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
91454,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
91454,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
91454,73681,Rosidae,Rosidae,,70,Subclass
91454,87579,Rosales,Rosales,,80,Order
91454,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
91454,90996,RUBUS,Rubus L.,blackberry,140,Genus
91454,91454,RUPE6,Rubus pergratus Blanch.,upland blackberry,180,Species
91473,7168,Plantae,Plantae,Plants,10,Kingdom
91473,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
91473,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
91473,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
91473,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
91473,73681,Rosidae,Rosidae,,70,Subclass
91473,87579,Rosales,Rosales,,80,Order
91473,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
91473,90996,RUBUS,Rubus L.,blackberry,140,Genus
91473,91473,RUPH2,Rubus philadelphicus Blanch.,Philadelphia blackberry,180,Species
91494,7168,Plantae,Plantae,Plants,10,Kingdom
91494,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
91494,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
91494,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
91494,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
91494,73681,Rosidae,Rosidae,,70,Subclass
91494,87579,Rosales,Rosales,,80,Order
91494,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
91494,90996,RUBUS,Rubus L.,blackberry,140,Genus
91494,91494,RUPL2,Rubus plus L.H. Bailey,hairyleaf dewberry,180,Species
91474,7168,Plantae,Plantae,Plants,10,Kingdom
91474,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
91474,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
91474,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
91474,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
91474,73681,Rosidae,Rosidae,,70,Subclass
91474,87579,Rosales,Rosales,,80,Order
91474,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
91474,90996,RUBUS,Rubus L.,blackberry,140,Genus
91474,91474,RUPL,Rubus plicatifolius Blanch.,plaitleaf dewberry,180,Species
91524,7168,Plantae,Plantae,Plants,10,Kingdom
91524,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
91524,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
91524,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
91524,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
91524,73681,Rosidae,Rosidae,,70,Subclass
91524,87579,Rosales,Rosales,,80,Order
91524,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
91524,90996,RUBUS,Rubus L.,blackberry,140,Genus
91524,91524,RURE,Rubus recurvans Blanch.,recurved blackberry,180,Species
91534,7168,Plantae,Plantae,Plants,10,Kingdom
91534,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
91534,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
91534,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
91534,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
91534,73681,Rosidae,Rosidae,,70,Subclass
91534,87579,Rosales,Rosales,,80,Order
91534,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
91534,90996,RUBUS,Rubus L.,blackberry,140,Genus
91534,91534,RURE3,Rubus regionalis (L.H. Bailey) L.H. Bailey,Wisconsin dewberry,180,Species
91541,7168,Plantae,Plantae,Plants,10,Kingdom
91541,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
91541,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
91541,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
91541,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
91541,73681,Rosidae,Rosidae,,70,Subclass
91541,87579,Rosales,Rosales,,80,Order
91541,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
91541,90996,RUBUS,Rubus L.,blackberry,140,Genus
91541,91541,RURO2,Rubus roribaccus (L.H. Bailey) Rydb.,Lucretia dewberry,180,Species
91561,7168,Plantae,Plantae,Plants,10,Kingdom
91561,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
91561,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
91561,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
91561,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
91561,73681,Rosidae,Rosidae,,70,Subclass
91561,87579,Rosales,Rosales,,80,Order
91561,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
91561,90996,RUBUS,Rubus L.,blackberry,140,Genus
91561,91561,RUSC3,Rubus schoolcraftianus L.H. Bailey,Schoolcraft's dewberry,180,Species
91549,7168,Plantae,Plantae,Plants,10,Kingdom
91549,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
91549,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
91549,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
91549,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
91549,73681,Rosidae,Rosidae,,70,Subclass
91549,87579,Rosales,Rosales,,80,Order
91549,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
91549,90996,RUBUS,Rubus L.,blackberry,140,Genus
91549,91549,RURO3,Rubus rosa L.H. Bailey,rose blackberry,180,Species
91577,7168,Plantae,Plantae,Plants,10,Kingdom
91577,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
91577,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
91577,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
91577,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
91577,73681,Rosidae,Rosidae,,70,Subclass
91577,87579,Rosales,Rosales,,80,Order
91577,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
91577,90996,RUBUS,Rubus L.,blackberry,140,Genus
91577,91577,RUSE3,Rubus semisetosus Blanch.,swamp blackberry,180,Species
91584,7168,Plantae,Plantae,Plants,10,Kingdom
91584,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
91584,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
91584,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
91584,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
91584,73681,Rosidae,Rosidae,,70,Subclass
91584,87579,Rosales,Rosales,,80,Order
91584,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
91584,90996,RUBUS,Rubus L.,blackberry,140,Genus
91584,91584,RUSI2,Rubus signatus L.H. Bailey,sphagnum dewberry,180,Species
91562,7168,Plantae,Plantae,Plants,10,Kingdom
91562,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
91562,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
91562,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
91562,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
91562,73681,Rosidae,Rosidae,,70,Subclass
91562,87579,Rosales,Rosales,,80,Order
91562,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
91562,90996,RUBUS,Rubus L.,blackberry,140,Genus
91562,91562,RUSE,Rubus setosus Bigelow,setose blackberry,180,Species
91592,7168,Plantae,Plantae,Plants,10,Kingdom
91592,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
91592,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
91592,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
91592,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
91592,73681,Rosidae,Rosidae,,70,Subclass
91592,87579,Rosales,Rosales,,80,Order
91592,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
91592,90996,RUBUS,Rubus L.,blackberry,140,Genus
91592,91592,RUSP4,Rubus spectatus L.H. Bailey,sphagnum blackberry,180,Species
91594,7168,Plantae,Plantae,Plants,10,Kingdom
91594,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
91594,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
91594,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
91594,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
91594,73681,Rosidae,Rosidae,,70,Subclass
91594,87579,Rosales,Rosales,,80,Order
91594,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
91594,90996,RUBUS,Rubus L.,blackberry,140,Genus
91594,91594,RUST5,Rubus steelei L.H. Bailey,Steele's dewberry,180,Species
91605,7168,Plantae,Plantae,Plants,10,Kingdom
91605,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
91605,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
91605,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
91605,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
91605,73681,Rosidae,Rosidae,,70,Subclass
91605,87579,Rosales,Rosales,,80,Order
91605,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
91605,90996,RUBUS,Rubus L.,blackberry,140,Genus
91605,91605,RUTA2,Rubus tardatus Blanch.,wet thicket dewberry,180,Species
91642,7168,Plantae,Plantae,Plants,10,Kingdom
91642,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
91642,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
91642,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
91642,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
91642,73681,Rosidae,Rosidae,,70,Subclass
91642,87579,Rosales,Rosales,,80,Order
91642,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
91642,90996,RUBUS,Rubus L.,blackberry,140,Genus
91642,91642,RUUV,Rubus uvidus L.H. Bailey,Kalamazoo dewberry,180,Species
91596,7168,Plantae,Plantae,Plants,10,Kingdom
91596,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
91596,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
91596,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
91596,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
91596,73681,Rosidae,Rosidae,,70,Subclass
91596,87579,Rosales,Rosales,,80,Order
91596,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
91596,90996,RUBUS,Rubus L.,blackberry,140,Genus
91596,91596,RUST7,Rubus stipulatus L.H. Bailey,Big Horseshoe Lake dewberry,180,Species
91647,7168,Plantae,Plantae,Plants,10,Kingdom
91647,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
91647,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
91647,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
91647,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
91647,73681,Rosidae,Rosidae,,70,Subclass
91647,87579,Rosales,Rosales,,80,Order
91647,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
91647,90996,RUBUS,Rubus L.,blackberry,140,Genus
91647,91647,RUVA,Rubus vagus L.H. Bailey,rambling dewberry,180,Species
39449,7168,Plantae,Plantae,Plants,10,Kingdom
39449,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
39449,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
39449,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
39449,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
39449,31160,Asteridae,Asteridae,,70,Subclass
39449,31161,Asterales,Asterales,,80,Order
39449,31162,ASTERA,Asteraceae Bercht. & J. Presl,Aster family,100,Family
39449,39443,RUDBE,Rudbeckia L.,coneflower,140,Genus
39449,39449,RUFU2,Rudbeckia fulgida Aiton,orange coneflower,180,Species
91648,7168,Plantae,Plantae,Plants,10,Kingdom
91648,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
91648,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
91648,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
