PlantID,Region,Status,Type
23252,L48,N,Native
23252,SPM,N,Native
23239,L48,N,Native
30098,AK,N,Native
30098,CAN,N,Native
30098,L48,N,Native
50995,CAN,N,Native
50995,L48,N,Native
23274,CAN,N,Native
23274,L48,N,Native
51017,L48,N,Native
51007,CAN,N,Native
51007,L48,N,Native
30105,AK,N,Native
30105,CAN,N,Native
30105,L48,N,Native
30105,SPM,N,Native
30103,CAN,N,Native
30103,L48,N,Native
30110,CAN,N,Native
30110,L48,N,Native
35955,L48,N,Native
35963,CAN,N,Native
35963,L48,N,Native
13689,AK,N,Native
13689,CAN,N,Native
13689,L48,N,Native
13694,AK,N,Native
13694,CAN,N,Native
13694,GL,N,Native
13694,L48,N,Native
13694,SPM,N,Native
13702,AK,N,Native
13702,CAN,N,Native
13702,L48,N,Native
13704,CAN,N,Native
13704,L48,N,Native
44949,AK,N,Native
44949,CAN,N,Native
44949,L48,N,Native
44950,AK,N,Native
44950,CAN,N,Native
44950,L48,N,Native
45757,CAN,N,Native
45757,L48,N,Native
44268,CAN,N,Native
44268,L48,N,Native
44268,SPM,N,Native
44996,CAN,N,Native
44996,L48,N,Native
64732,L48,N,Native
45742,CAN,N,Native
45742,L48,N,Native
36256,CAN,I,Introduced
36256,L48,N,Native
36109,L48,N,Native
68751,CAN,N,Native
68751,L48,N,Native
36212,CAN,N,Native
36212,L48,N,Native
36185,L48,N,Native
68754,CAN,N,Native
68754,L48,N,Native
36227,CAN,N,Native
36227,L48,N,Native
36250,CAN,I,Introduced
36250,L48,N,Native
36267,L48,N,Native
36268,CAN,I,Introduced
36268,L48,N,Native
36289,L48,N,Native
36296,CAN,N,Native
36296,L48,N,Native
36234,CAN,N,Native
36234,L48,N,Native
36308,CAN,N,Native
36308,L48,N,Native
36336,CAN,N,Native
36336,L48,N,Native
36349,CAN,N,Native
36349,L48,N,Native
36466,L48,N,Native
73126,CAN,N,Native
73126,L48,N,Native
23323,CAN,N,Native
23323,L48,N,Native
29512,CAN,N,Native
29512,L48,N,Native
73127,CAN,N,Native
73127,L48,N,Native
73132,CAN,N,Native
73132,L48,N,Native
92034,CAN,N,Native
92034,L48,N,Native
91943,CAN,N,Native
91943,L48,N,Native
36638,CAN,N,Native
36638,L48,N,Native
36722,CAN,N,Native
36722,L48,N,Native
36663,CAN,N,Native
36663,L48,N,Native
36619,L48,N,Native
36697,CAN,N,Native
36697,L48,N,Native
36671,L48,N,Native
36698,CAN,N,Native
36698,L48,N,Native
36754,CAN,N,Native
36754,L48,N,Native
36705,CAN,N,Native
36705,L48,N,Native
23411,AK,N,Native
23411,CAN,N,Native
23411,L48,N,Native
23411,SPM,N,Native
36747,AK,N,Native
36747,CAN,N,Native
36747,GL,N,Native
36747,L48,N,Native
23349,AK,N,Native
23349,L48,N,Native
48282,CAN,N,Native
48282,L48,N,Native
48282,SPM,I,Introduced
70758,CAN,I,Introduced
70758,CAN,N,Native
70758,L48,I,Introduced
70758,L48,N,Native
48285,L48,N,Native
48323,L48,N,Native
48300,CAN,N,Native
48300,L48,N,Native
12398,CAN,N,Native
12398,L48,N,Native
68791,CAN,N,Native
68791,L48,N,Native
12392,CAN,N,Native
12392,GL,N,Native
12392,L48,N,Native
12392,SPM,N,Native
12438,CAN,N,Native
12438,L48,N,Native
12438,PR,N,Native
12438,SPM,N,Native
69465,CAN,N,Native
69465,L48,N,Native
12479,CAN,N,Native
12479,L48,N,Native
12479,SPM,N,Native
73139,CAN,N,Native
73139,L48,N,Native
74057,CAN,N,Native
74057,L48,N,Native
74071,CAN,N,Native
74071,L48,N,Native
74071,PR,N,Native
53358,CAN,N,Native
53358,L48,N,Native
53361,CAN,N,Native
53361,L48,N,Native
53375,CAN,N,Native
53375,L48,N,Native
68435,CAN,N,Native
68435,L48,N,Native
68435,SPM,N,Native
68463,CAN,N,Native
68463,L48,N,Native
68495,CAN,N,Native
68495,L48,N,Native
68503,CAN,N,Native
68503,L48,N,Native
68541,CAN,N,Native
68541,L48,N,Native
74945,CAN,N,Native
74945,L48,N,Native
74945,SPM,N,Native
54199,CAN,I,Introduced
54199,L48,N,Native
53002,CAN,N,Native
53002,L48,N,Native
52989,L48,N,Native
12356,AK,N,Native
12356,CAN,N,Native
12356,GL,N,Native
12356,L48,N,Native
12356,SPM,N,Native
27546,CAN,N,Native
27546,L48,N,Native
27575,CAN,N,Native
27575,L48,N,Native
27619,CAN,N,Native
27619,L48,N,Native
27619,SPM,N,Native
12294,CAN,N,Native
12294,L48,N,Native
12315,CAN,N,Native
12315,GL,N,Native
12315,L48,N,Native
12315,SPM,N,Native
27621,CAN,N,Native
27621,L48,N,Native
30167,CAN,N,Native
30167,L48,N,Native
36990,L48,N,Native
30168,CAN,N,Native
30168,L48,N,Native
26567,AK,N,Native
26567,CAN,N,Native
26567,GL,N,Native
26567,L48,I,Introduced
26567,L48,N,Native
26567,SPM,N,Native
72325,CAN,N,Native
72325,L48,N,Native
26549,CAN,N,Native
26549,L48,N,Native
26550,AK,N,Native
26550,CAN,N,Native
26550,L48,N,Native
26564,CAN,N,Native
26564,L48,N,Native
26600,CAN,N,Native
26600,L48,N,Native
26600,SPM,N,Native
26646,CAN,N,Native
26646,L48,N,Native
26657,L48,N,Native
26682,AK,N,Native
26682,CAN,N,Native
26682,GL,N,Native
26682,L48,N,Native
26682,SPM,N,Native
26690,CAN,N,Native
26690,L48,N,Native
26685,CAN,N,Native
26685,GL,N,Native
26685,L48,N,Native
26685,SPM,N,Native
26734,CAN,N,Native
26734,L48,N,Native
26734,SPM,N,Native
26761,CAN,N,Native
26761,L48,N,Native
26761,SPM,N,Native
26788,AK,N,Native
26788,CAN,N,Native
26788,L48,N,Native
26788,SPM,N,Native
26818,CAN,N,Native
26818,L48,N,Native
37112,L48,N,Native
65195,CAN,N,Native
65195,L48,N,Native
65195,SPM,N,Native
37087,CAN,N,Native
37087,L48,N,Native
37095,CAN,N,Native
37095,L48,N,Native
37095,PR,N,Native
37056,CAN,N,Native
37056,L48,N,Native
37075,CAN,I,Introduced
37075,L48,N,Native
37082,AK,N,Native
37082,CAN,N,Native
37082,L48,N,Native
37082,SPM,N,Native
71051,CAN,N,Native
71051,L48,N,Native
71051,SPM,N,Native
37104,CAN,N,Native
37104,L48,N,Native
37120,AK,N,Native
37120,CAN,N,Native
37120,L48,N,Native
79748,AK,N,Native
79748,CAN,N,Native
79748,L48,N,Native
79748,SPM,N,Native
79744,AK,N,Native
79744,CAN,N,Native
79744,L48,N,Native
79792,AK,N,Native
79792,CAN,N,Native
79792,L48,N,Native
68801,CAN,N,Native
68801,L48,N,Native
68814,CAN,N,Native
68814,L48,N,Native
68815,CAN,N,Native
68815,L48,N,Native
68820,CAN,N,Native
68820,L48,N,Native
68833,CAN,N,Native
68833,L48,N,Native
63372,AK,I?,Introduced
63372,CAN,I,Introduced
63372,CAN,N,Native
63372,HI,I,Introduced
63372,L48,N,Native
63372,PB,I,Introduced
63372,PR,N,Native
63372,VI,I,Introduced
16477,AK,N,Native
16477,CAN,N,Native
16477,L48,N,Native
16477,SPM,N,Native
63243,L48,N,Native
23623,CAN,I,Introduced
23623,HI,I,Introduced
23623,L48,N,Native
23623,PB,I,Introduced
23623,PR,N,Native
23623,VI,N,Native
63355,AK,I?,Introduced
63355,CAN,N,Native
63355,L48,N,Native
63356,AK,I?,Introduced
63356,CAN,N,Native
63356,L48,N,Native
79863,CAN,N,Native
79863,L48,N,Native
79839,L48,N,Native
79895,L48,N,Native
79907,CAN,N,Native
79907,L48,N,Native
51101,CAN,N,Native
51101,L48,N,Native
79903,CAN,N,Native
79903,L48,N,Native
37360,CAN,N,Native
37360,L48,N,Native
55061,CAN,N,Native
55061,L48,N,Native
37451,L48,N,Native
23732,AK,N,Native
23732,CAN,N,Native
23732,GL,N,Native
23732,L48,N,Native
23732,SPM,N,Native
37466,L48,N,Native
37401,CAN,N,Native
37401,L48,N,Native
37373,CAN,N,Native
37373,L48,N,Native
28824,CAN,N,Native
28824,L48,N,Native
42703,AK,N,Native
42703,CAN,N,Native
42703,GL,N,Native
42703,L48,N,Native
42703,SPM,N,Native
51157,CAN,N,Native
51157,L48,N,Native
51157,PR,N,Native
37452,L48,N,Native
37468,L48,N,Native
28805,CAN,N,Native
28805,L48,N,Native
84232,CAN,N,Native
84232,L48,N,Native
84268,CAN,N,Native
84268,L48,N,Native
84223,AK,N,Native
84223,CAN,N,Native
84223,L48,N,Native
84287,CAN,N,Native
84287,L48,N,Native
30204,CAN,N,Native
30204,L48,N,Native
30205,CAN,N,Native
30205,L48,N,Native
19358,CAN,N,Native
19358,L48,N,Native
19358,PR,N,Native
30242,CAN,N,Native
30242,L48,N,Native
30230,AK,N,Native
30230,CAN,N,Native
30230,GL,N,Native
30230,L48,N,Native
30230,SPM,N,Native
30213,CAN,N,Native
30213,L48,N,Native
45099,CAN,N,Native
45099,L48,N,Native
45097,CAN,N,Native
45097,L48,N,Native
45111,CAN,N,Native
45111,L48,N,Native
45116,CAN,N,Native
45116,L48,N,Native
42727,CAN,N,Native
42727,L48,N,Native
47407,CAN,N,Native
47407,L48,N,Native
47407,SPM,N,Native
42525,CAN,N,Native
42525,L48,N,Native
42490,AK,N,Native
42490,CAN,N,Native
42490,L48,N,Native
42490,SPM,N,Native
42561,CAN,N,Native
42561,L48,N,Native
42526,CAN,N,Native
42526,L48,N,Native
42564,CAN,N,Native
42564,L48,N,Native
42737,CAN,N,Native
42737,L48,N,Native
42756,CAN,N,Native
42756,L48,N,Native
42789,CAN,N,Native
42789,L48,N,Native
42794,CAN,I,Introduced
42794,L48,N,Native
42821,CAN,N,Native
42821,L48,N,Native
42821,SPM,N,Native
80872,CAN,N,Native
80872,L48,N,Native
80872,SPM,I,Introduced
86072,CAN,N,Native
86072,L48,N,Native
80884,AK,I?,Introduced
80884,CAN,N,Native
80884,L48,N,Native
80918,CAN,N,Native
80918,L48,N,Native
86159,L48,N,Native
86149,CAN,N,Native
86149,L48,N,Native
12647,AK,N,Native
12647,CAN,N,Native
12647,L48,N,Native
12647,SPM,N,Native
26826,CAN,N,Native
26826,L48,N,Native
26826,SPM,N,Native
12536,AK,N,Native
12536,CAN,N,Native
12536,L48,N,Native
12536,PR,N,Native
12536,SPM,N,Native
26902,AK,N,Native
26902,CAN,N,Native
26902,GL,N,Native
26902,L48,N,Native
26902,SPM,N,Native
12540,AK,N,Native
12540,CAN,N,Native
12540,GL,N,Native
12540,L48,N,Native
12540,SPM,N,Native
12650,L48,N,Native
12658,L48,N,Native
12559,CAN,N,Native
12559,L48,N,Native
12549,AK,N,Native
12549,CAN,N,Native
12549,L48,N,Native
12549,SPM,N,Native
12553,CAN,N,Native
12553,L48,N,Native
12574,AK,N,Native
12574,CAN,N,Native
12574,GL,N,Native
12574,L48,N,Native
12574,SPM,N,Native
12594,CAN,N,Native
12594,L48,N,Native
12564,CAN,N,Native
12564,L48,N,Native
12581,CAN,N,Native
12581,L48,N,Native
45862,CAN,N,Native
45862,L48,N,Native
12583,CAN,N,Native
12583,L48,N,Native
45863,AK,N,Native
45863,CAN,N,Native
45863,L48,N,Native
45863,SPM,N,Native
67217,CAN,N,Native
67217,L48,N,Native
14155,L48,N,Native
67162,CAN,N,Native
67162,L48,N,Native
67158,AK,N,Native
67158,CAN,N,Native
67158,L48,N,Native
67186,CAN,N,Native
67186,L48,N,Native
84397,CAN,N,Native
84397,L48,N,Native
67220,CAN,N,Native
67220,L48,N,Native
28869,CAN,N,Native
28869,L48,N,Native
28869,SPM,N,Native
67258,CAN,N,Native
67258,L48,N,Native
67258,SPM,N,Native
28901,AK,N,Native
